,PROLIFIC_PID,ExplanationPair,Need_for_Cognition,Need_for_closure,Susceptibility_to_persuasion,Skepticism,AI_Expertise,Domain,flipped_dim,MetricType,Evaluation
656,5ea07f2c55a2bd050fd8f70b,010001v010101,0.5,0.75,0.75,0.625,0.5625,low,Formality,Usefulness,1
657,5ea07f2c55a2bd050fd8f70b,011101v011111,0.5,0.75,0.75,0.625,0.5625,low,Detail,Trustworthiness,0
658,5ea07f2c55a2bd050fd8f70b,011101v011111,0.5,0.75,0.75,0.625,0.5625,low,Detail,Transparency,1
659,5ea07f2c55a2bd050fd8f70b,011101v011111,0.5,0.75,0.75,0.625,0.5625,low,Detail,Usefulness,1
660,5ea07f2c55a2bd050fd8f70b,100000v101000,0.5,0.75,0.75,0.625,0.5625,high,Structure,Trustworthiness,0
661,5ea07f2c55a2bd050fd8f70b,100000v101000,0.5,0.75,0.75,0.625,0.5625,high,Structure,Transparency,1
662,5ea07f2c55a2bd050fd8f70b,100000v101000,0.5,0.75,0.75,0.625,0.5625,high,Structure,Usefulness,1
663,5ea07f2c55a2bd050fd8f70b,101001v101011,0.5,0.75,0.75,0.625,0.5625,high,Detail,Trustworthiness,1
664,5ea07f2c55a2bd050fd8f70b,101001v101011,0.5,0.75,0.75,0.625,0.5625,high,Detail,Transparency,1
665,5ea07f2c55a2bd050fd8f70b,101001v101011,0.5,0.75,0.75,0.625,0.5625,high,Detail,Usefulness,0
666,5ea07f2c55a2bd050fd8f70b,110011v111011,0.5,0.75,0.75,0.625,0.5625,high,Structure,Trustworthiness,1
667,5ea07f2c55a2bd050fd8f70b,110011v111011,0.5,0.75,0.75,0.625,0.5625,high,Structure,Transparency,1
668,5ea07f2c55a2bd050fd8f70b,110011v111011,0.5,0.75,0.75,0.625,0.5625,high,Structure,Usefulness,1
669,5ea07f2c55a2bd050fd8f70b,110000v110100,0.5,0.75,0.75,0.625,0.5625,high,Formality,Trustworthiness,0
670,5ea07f2c55a2bd050fd8f70b,110000v110100,0.5,0.75,0.75,0.625,0.5625,high,Formality,Transparency,0
671,5ea07f2c55a2bd050fd8f70b,110000v110100,0.5,0.75,0.75,0.625,0.5625,high,Formality,Usefulness,0
672,5ea07f2c55a2bd050fd8f70b,111100v111101,0.5,0.75,0.75,0.625,0.5625,high,Persuasiveness,Trustworthiness,1
673,5ea07f2c55a2bd050fd8f70b,111100v111101,0.5,0.75,0.75,0.625,0.5625,high,Persuasiveness,Transparency,1
674,5ea07f2c55a2bd050fd8f70b,111100v111101,0.5,0.75,0.75,0.625,0.5625,high,Persuasiveness,Usefulness,1
675,5ecc47c44bd36744c20ba660,000100v000110,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Detail,Trustworthiness,1
676,5ecc47c44bd36744c20ba660,000100v000110,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Detail,Transparency,1
677,5ecc47c44bd36744c20ba660,000100v000110,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Detail,Usefulness,1
678,5ecc47c44bd36744c20ba660,001000v001100,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Formality,Trustworthiness,1
679,5ecc47c44bd36744c20ba660,001000v001100,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Formality,Transparency,1
680,5ecc47c44bd36744c20ba660,001000v001100,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Formality,Usefulness,1
681,5ecc47c44bd36744c20ba660,001101v011101,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Length,Trustworthiness,1
682,5ecc47c44bd36744c20ba660,001101v011101,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Length,Transparency,1
683,5ecc47c44bd36744c20ba660,001101v011101,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Length,Usefulness,1
684,5ecc47c44bd36744c20ba660,001100v001110,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Detail,Trustworthiness,1
685,5ecc47c44bd36744c20ba660,001100v001110,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Detail,Transparency,1
686,5ecc47c44bd36744c20ba660,001100v001110,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Detail,Usefulness,1
687,5ecc47c44bd36744c20ba660,011100v011110,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Detail,Trustworthiness,0
688,5ecc47c44bd36744c20ba660,011100v011110,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Detail,Transparency,1
689,5ecc47c44bd36744c20ba660,011100v011110,1.0,0.875,0.4166666666666667,0.75,0.6875,low,Detail,Usefulness,0
690,5ecc47c44bd36744c20ba660,100011v100111,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Formality,Trustworthiness,1
691,5ecc47c44bd36744c20ba660,100011v100111,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Formality,Transparency,1
692,5ecc47c44bd36744c20ba660,100011v100111,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Formality,Usefulness,1
693,5ecc47c44bd36744c20ba660,101001v111001,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Length,Trustworthiness,1
694,5ecc47c44bd36744c20ba660,101001v111001,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Length,Transparency,1
695,5ecc47c44bd36744c20ba660,101001v111001,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Length,Usefulness,1
696,5ecc47c44bd36744c20ba660,101010v111010,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Length,Trustworthiness,1
697,5ecc47c44bd36744c20ba660,101010v111010,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Length,Transparency,1
698,5ecc47c44bd36744c20ba660,101010v111010,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Length,Usefulness,1
699,5ecc47c44bd36744c20ba660,101001v101101,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Formality,Trustworthiness,1
700,5ecc47c44bd36744c20ba660,101001v101101,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Formality,Transparency,1
701,5ecc47c44bd36744c20ba660,101001v101101,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Formality,Usefulness,1
702,5ecc47c44bd36744c20ba660,101101v101111,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Detail,Trustworthiness,1
703,5ecc47c44bd36744c20ba660,101101v101111,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Detail,Transparency,1
704,5ecc47c44bd36744c20ba660,101101v101111,1.0,0.875,0.4166666666666667,0.75,0.6875,high,Detail,Usefulness,1
705,5eeaaece96011c1cb0aefdc2,000101v000111,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Detail,Trustworthiness,1
706,5eeaaece96011c1cb0aefdc2,000101v000111,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Detail,Transparency,1
707,5eeaaece96011c1cb0aefdc2,000101v000111,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Detail,Usefulness,1
708,5eeaaece96011c1cb0aefdc2,001001v001101,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Formality,Trustworthiness,1
709,5eeaaece96011c1cb0aefdc2,001001v001101,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Formality,Transparency,1
710,5eeaaece96011c1cb0aefdc2,001001v001101,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Formality,Usefulness,1
711,5eeaaece96011c1cb0aefdc2,010000v011000,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Structure,Trustworthiness,0
712,5eeaaece96011c1cb0aefdc2,010000v011000,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Structure,Transparency,0
713,5eeaaece96011c1cb0aefdc2,010000v011000,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Structure,Usefulness,0
714,5eeaaece96011c1cb0aefdc2,010000v010100,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Formality,Trustworthiness,0
715,5eeaaece96011c1cb0aefdc2,010000v010100,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Formality,Transparency,0
716,5eeaaece96011c1cb0aefdc2,010000v010100,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Formality,Usefulness,0
717,5eeaaece96011c1cb0aefdc2,011100v011110,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Detail,Trustworthiness,0
718,5eeaaece96011c1cb0aefdc2,011100v011110,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Detail,Transparency,1
719,5eeaaece96011c1cb0aefdc2,011100v011110,0.375,0.125,0.9166666666666666,0.4375,0.4375,low,Detail,Usefulness,0
720,5eeaaece96011c1cb0aefdc2,100111v110111,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Length,Trustworthiness,1
721,5eeaaece96011c1cb0aefdc2,100111v110111,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Length,Transparency,1
722,5eeaaece96011c1cb0aefdc2,100111v110111,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Length,Usefulness,1
723,5eeaaece96011c1cb0aefdc2,101100v101101,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Persuasiveness,Trustworthiness,0
724,5eeaaece96011c1cb0aefdc2,101100v101101,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Persuasiveness,Transparency,0
725,5eeaaece96011c1cb0aefdc2,101100v101101,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Persuasiveness,Usefulness,0
726,5eeaaece96011c1cb0aefdc2,110000v111000,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Structure,Trustworthiness,1
727,5eeaaece96011c1cb0aefdc2,110000v111000,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Structure,Transparency,1
728,5eeaaece96011c1cb0aefdc2,110000v111000,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Structure,Usefulness,0
729,5eeaaece96011c1cb0aefdc2,110001v111001,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Structure,Trustworthiness,1
730,5eeaaece96011c1cb0aefdc2,110001v111001,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Structure,Transparency,0
731,5eeaaece96011c1cb0aefdc2,110001v111001,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Structure,Usefulness,1
732,5eeaaece96011c1cb0aefdc2,111011v111111,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Formality,Trustworthiness,1
733,5eeaaece96011c1cb0aefdc2,111011v111111,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Formality,Transparency,1
734,5eeaaece96011c1cb0aefdc2,111011v111111,0.375,0.125,0.9166666666666666,0.4375,0.4375,high,Formality,Usefulness,1
735,5f070ba7da774e0534090fac,000001v010001,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Length,Trustworthiness,0
736,5f070ba7da774e0534090fac,000001v010001,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Length,Transparency,0
737,5f070ba7da774e0534090fac,000001v010001,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Length,Usefulness,0
738,5f070ba7da774e0534090fac,000101v010101,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Length,Trustworthiness,1
739,5f070ba7da774e0534090fac,000101v010101,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Length,Transparency,1
740,5f070ba7da774e0534090fac,000101v010101,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Length,Usefulness,1
741,5f070ba7da774e0534090fac,000110v001110,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Structure,Trustworthiness,1
742,5f070ba7da774e0534090fac,000110v001110,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Structure,Transparency,1
743,5f070ba7da774e0534090fac,000110v001110,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Structure,Usefulness,1
744,5f070ba7da774e0534090fac,000011v000111,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Formality,Trustworthiness,1
745,5f070ba7da774e0534090fac,000011v000111,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Formality,Transparency,1
746,5f070ba7da774e0534090fac,000011v000111,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Formality,Usefulness,1
747,5f070ba7da774e0534090fac,001011v001111,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Formality,Trustworthiness,0
748,5f070ba7da774e0534090fac,001011v001111,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Formality,Transparency,0
749,5f070ba7da774e0534090fac,001011v001111,0.5625,0.5,0.6666666666666666,0.8125,0.5625,low,Formality,Usefulness,0
750,5f070ba7da774e0534090fac,100000v101000,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Structure,Trustworthiness,1
751,5f070ba7da774e0534090fac,100000v101000,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Structure,Transparency,1
752,5f070ba7da774e0534090fac,100000v101000,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Structure,Usefulness,1
753,5f070ba7da774e0534090fac,100001v100011,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Detail,Trustworthiness,1
754,5f070ba7da774e0534090fac,100001v100011,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Detail,Transparency,1
755,5f070ba7da774e0534090fac,100001v100011,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Detail,Usefulness,1
756,5f070ba7da774e0534090fac,100000v100100,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Formality,Trustworthiness,0
757,5f070ba7da774e0534090fac,100000v100100,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Formality,Transparency,0
758,5f070ba7da774e0534090fac,100000v100100,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Formality,Usefulness,0
759,5f070ba7da774e0534090fac,101110v101111,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Persuasiveness,Trustworthiness,0
760,5f070ba7da774e0534090fac,101110v101111,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Persuasiveness,Transparency,0
761,5f070ba7da774e0534090fac,101110v101111,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Persuasiveness,Usefulness,0
762,5f070ba7da774e0534090fac,111000v111010,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Detail,Trustworthiness,0
763,5f070ba7da774e0534090fac,111000v111010,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Detail,Transparency,0
764,5f070ba7da774e0534090fac,111000v111010,0.5625,0.5,0.6666666666666666,0.8125,0.5625,high,Detail,Usefulness,0
765,5f23c8b2be6a4e1a1481ba56,001110v001111,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Persuasiveness,Trustworthiness,1
766,5f23c8b2be6a4e1a1481ba56,001110v001111,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Persuasiveness,Transparency,0
767,5f23c8b2be6a4e1a1481ba56,001110v001111,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Persuasiveness,Usefulness,1
768,5f23c8b2be6a4e1a1481ba56,001111v011111,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Length,Trustworthiness,1
769,5f23c8b2be6a4e1a1481ba56,001111v011111,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Length,Transparency,1
770,5f23c8b2be6a4e1a1481ba56,001111v011111,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Length,Usefulness,1
771,5f23c8b2be6a4e1a1481ba56,010001v011001,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Structure,Trustworthiness,1
772,5f23c8b2be6a4e1a1481ba56,010001v011001,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Structure,Transparency,1
773,5f23c8b2be6a4e1a1481ba56,010001v011001,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Structure,Usefulness,1
774,5f23c8b2be6a4e1a1481ba56,010101v010111,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Detail,Trustworthiness,0
775,5f23c8b2be6a4e1a1481ba56,010101v010111,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Detail,Transparency,0
776,5f23c8b2be6a4e1a1481ba56,010101v010111,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Detail,Usefulness,0
777,5f23c8b2be6a4e1a1481ba56,011010v011110,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Formality,Trustworthiness,1
778,5f23c8b2be6a4e1a1481ba56,011010v011110,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Formality,Transparency,1
779,5f23c8b2be6a4e1a1481ba56,011010v011110,0.75,0.75,0.5833333333333334,0.75,0.5625,low,Formality,Usefulness,1
780,5f23c8b2be6a4e1a1481ba56,100011v110011,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Length,Trustworthiness,1
781,5f23c8b2be6a4e1a1481ba56,100011v110011,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Length,Transparency,1
782,5f23c8b2be6a4e1a1481ba56,100011v110011,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Length,Usefulness,1
783,5f23c8b2be6a4e1a1481ba56,101000v111000,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Length,Trustworthiness,1
784,5f23c8b2be6a4e1a1481ba56,101000v111000,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Length,Transparency,1
785,5f23c8b2be6a4e1a1481ba56,101000v111000,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Length,Usefulness,1
786,5f23c8b2be6a4e1a1481ba56,101010v101110,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Formality,Trustworthiness,0
787,5f23c8b2be6a4e1a1481ba56,101010v101110,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Formality,Transparency,0
788,5f23c8b2be6a4e1a1481ba56,101010v101110,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Formality,Usefulness,0
789,5f23c8b2be6a4e1a1481ba56,110001v110101,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Formality,Trustworthiness,1
790,5f23c8b2be6a4e1a1481ba56,110001v110101,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Formality,Transparency,1
791,5f23c8b2be6a4e1a1481ba56,110001v110101,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Formality,Usefulness,1
792,5f23c8b2be6a4e1a1481ba56,110100v110101,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Persuasiveness,Trustworthiness,0
793,5f23c8b2be6a4e1a1481ba56,110100v110101,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Persuasiveness,Transparency,0
794,5f23c8b2be6a4e1a1481ba56,110100v110101,0.75,0.75,0.5833333333333334,0.75,0.5625,high,Persuasiveness,Usefulness,0
795,5f27a50af757e8160ed86782,000001v010001,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Length,Trustworthiness,1
796,5f27a50af757e8160ed86782,000001v010001,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Length,Transparency,1
797,5f27a50af757e8160ed86782,000001v010001,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Length,Usefulness,0
798,5f27a50af757e8160ed86782,001001v001101,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Formality,Trustworthiness,1
799,5f27a50af757e8160ed86782,001001v001101,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Formality,Transparency,1
800,5f27a50af757e8160ed86782,001001v001101,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Formality,Usefulness,1
801,5f27a50af757e8160ed86782,001101v011101,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Length,Trustworthiness,1
802,5f27a50af757e8160ed86782,001101v011101,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Length,Transparency,1
803,5f27a50af757e8160ed86782,001101v011101,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Length,Usefulness,1
804,5f27a50af757e8160ed86782,010001v010011,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Detail,Trustworthiness,1
805,5f27a50af757e8160ed86782,010001v010011,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Detail,Transparency,1
806,5f27a50af757e8160ed86782,010001v010011,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Detail,Usefulness,1
807,5f27a50af757e8160ed86782,010100v010101,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Persuasiveness,Trustworthiness,0
808,5f27a50af757e8160ed86782,010100v010101,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Persuasiveness,Transparency,0
809,5f27a50af757e8160ed86782,010100v010101,0.625,0.5,0.8333333333333334,0.6875,0.6875,low,Persuasiveness,Usefulness,0
810,5f27a50af757e8160ed86782,100011v110011,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Length,Trustworthiness,1
811,5f27a50af757e8160ed86782,100011v110011,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Length,Transparency,1
812,5f27a50af757e8160ed86782,100011v110011,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Length,Usefulness,1
813,5f27a50af757e8160ed86782,100110v101110,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Structure,Trustworthiness,1
814,5f27a50af757e8160ed86782,100110v101110,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Structure,Transparency,1
815,5f27a50af757e8160ed86782,100110v101110,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Structure,Usefulness,1
816,5f27a50af757e8160ed86782,100011v100111,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Formality,Trustworthiness,1
817,5f27a50af757e8160ed86782,100011v100111,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Formality,Transparency,1
818,5f27a50af757e8160ed86782,100011v100111,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Formality,Usefulness,1
819,5f27a50af757e8160ed86782,101110v111110,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Length,Trustworthiness,1
820,5f27a50af757e8160ed86782,101110v111110,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Length,Transparency,1
821,5f27a50af757e8160ed86782,101110v111110,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Length,Usefulness,1
822,5f27a50af757e8160ed86782,110000v111000,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Structure,Trustworthiness,1
823,5f27a50af757e8160ed86782,110000v111000,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Structure,Transparency,1
824,5f27a50af757e8160ed86782,110000v111000,0.625,0.5,0.8333333333333334,0.6875,0.6875,high,Structure,Usefulness,1
825,5f5985c9d9859b1e25df4f85,000000v001000,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Structure,Trustworthiness,0
826,5f5985c9d9859b1e25df4f85,000000v001000,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Structure,Transparency,1
827,5f5985c9d9859b1e25df4f85,000000v001000,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Structure,Usefulness,1
828,5f5985c9d9859b1e25df4f85,000001v000011,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Detail,Trustworthiness,1
829,5f5985c9d9859b1e25df4f85,000001v000011,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Detail,Transparency,1
830,5f5985c9d9859b1e25df4f85,000001v000011,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Detail,Usefulness,1
831,5f5985c9d9859b1e25df4f85,000110v000111,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Persuasiveness,Trustworthiness,0
832,5f5985c9d9859b1e25df4f85,000110v000111,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Persuasiveness,Transparency,0
833,5f5985c9d9859b1e25df4f85,000110v000111,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Persuasiveness,Usefulness,0
834,5f5985c9d9859b1e25df4f85,000111v010111,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Length,Trustworthiness,1
835,5f5985c9d9859b1e25df4f85,000111v010111,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Length,Transparency,1
836,5f5985c9d9859b1e25df4f85,000111v010111,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Length,Usefulness,1
837,5f5985c9d9859b1e25df4f85,010000v011000,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Structure,Trustworthiness,1
838,5f5985c9d9859b1e25df4f85,010000v011000,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Structure,Transparency,0
839,5f5985c9d9859b1e25df4f85,010000v011000,0.6875,0.75,0.5833333333333334,0.6875,0.6875,low,Structure,Usefulness,0
840,5f5985c9d9859b1e25df4f85,100000v100001,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Persuasiveness,Trustworthiness,0
841,5f5985c9d9859b1e25df4f85,100000v100001,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Persuasiveness,Transparency,0
842,5f5985c9d9859b1e25df4f85,100000v100001,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Persuasiveness,Usefulness,0
843,5f5985c9d9859b1e25df4f85,100010v100011,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Persuasiveness,Trustworthiness,0
844,5f5985c9d9859b1e25df4f85,100010v100011,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Persuasiveness,Transparency,0
845,5f5985c9d9859b1e25df4f85,100010v100011,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Persuasiveness,Usefulness,0
846,5f5985c9d9859b1e25df4f85,101001v101101,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Formality,Trustworthiness,1
847,5f5985c9d9859b1e25df4f85,101001v101101,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Formality,Transparency,1
848,5f5985c9d9859b1e25df4f85,101001v101101,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Formality,Usefulness,1
849,5f5985c9d9859b1e25df4f85,101010v101110,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Formality,Trustworthiness,1
850,5f5985c9d9859b1e25df4f85,101010v101110,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Formality,Transparency,1
851,5f5985c9d9859b1e25df4f85,101010v101110,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Formality,Usefulness,1
852,5f5985c9d9859b1e25df4f85,110010v111010,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Structure,Trustworthiness,1
853,5f5985c9d9859b1e25df4f85,110010v111010,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Structure,Transparency,1
854,5f5985c9d9859b1e25df4f85,110010v111010,0.6875,0.75,0.5833333333333334,0.6875,0.6875,high,Structure,Usefulness,1
855,5f63a2bc08a0080c790f8eb6,000001v010001,0.5,0.625,0.75,0.625,0.4375,low,Length,Trustworthiness,1
856,5f63a2bc08a0080c790f8eb6,000001v010001,0.5,0.625,0.75,0.625,0.4375,low,Length,Transparency,1
857,5f63a2bc08a0080c790f8eb6,000001v010001,0.5,0.625,0.75,0.625,0.4375,low,Length,Usefulness,1
858,5f63a2bc08a0080c790f8eb6,000000v000010,0.5,0.625,0.75,0.625,0.4375,low,Detail,Trustworthiness,0
859,5f63a2bc08a0080c790f8eb6,000000v000010,0.5,0.625,0.75,0.625,0.4375,low,Detail,Transparency,1
860,5f63a2bc08a0080c790f8eb6,000000v000010,0.5,0.625,0.75,0.625,0.4375,low,Detail,Usefulness,1
861,5f63a2bc08a0080c790f8eb6,010010v010011,0.5,0.625,0.75,0.625,0.4375,low,Persuasiveness,Trustworthiness,1
862,5f63a2bc08a0080c790f8eb6,010010v010011,0.5,0.625,0.75,0.625,0.4375,low,Persuasiveness,Transparency,0
863,5f63a2bc08a0080c790f8eb6,010010v010011,0.5,0.625,0.75,0.625,0.4375,low,Persuasiveness,Usefulness,1
864,5f63a2bc08a0080c790f8eb6,010100v010110,0.5,0.625,0.75,0.625,0.4375,low,Detail,Trustworthiness,1
